Id,SalePrice
125,221515.965777101
126,192102.03216897
127,169703.096525624
128,123380.678317666
129,177661.281982375
130,139387.659232355
131,141607.022013021
132,227486.476876976
133,211888.846595771
134,140084.558256224
135,203959.06344315
136,156788.366288793
137,132151.815660207
138,140352.403358908
139,122671.329638468
140,103781.120335769
141,148983.943588463
142,97749.7943415852
143,230866.384304353
144,210854.482007899
145,166621.326439038
146,154886.003329442
147,156468.507236877
148,204689.980685935
149,205758.502902966
150,189008.812179751
151,185786.846953664
152,243698.267034277
153,129243.922871758
154,156428.021897416
155,167632.409401587
156,151079.466317205
157,136177.621904014
158,154608.826734728
159,103551.742567276
160,127252.214093145
161,218956.671903995
162,145795.160008555
163,170554.950801927
164,117200.915030462
165,157169.945388059
166,189764.443094461
167,188267.883377437
168,173943.750591921
169,113609.861664333
170,228513.368029237
171,179711.612008611
172,212090.100484475
173,161650.524024718
174,241507.283522408
175,144783.696489034
176,146959.343319708
177,157911.251072993
178,185550.073477202
179,170052.69395053
180,172533.427413825
181,215515.844893468
182,211443.437659168
183,164064.7266392
184,117699.298043022
185,180376.702634745
186,203150.918020732
187,147332.828280383
188,251792.269718343
189,172494.280580179
190,175060.722579616
191,148637.383728454
192,135077.873870441
193,218833.500451022
194,194153.686525273
195,161830.531844409
196,144957.01368413
197,131933.997840738
198,184772.582249253
199,245691.828659494
200,191314.258551082
201,170256.753524218
202,196698.413282226
203,149305.423030775
204,171846.441703903
205,231031.083175906
206,113482.831057712
207,140706.028118085
208,216289.037126186
209,180667.429155603
210,183671.911520545
211,242000.062842379
212,147600.161136514
213,150792.978703523
214,168969.049742091
215,107833.512335017
216,154919.757284112
217,231323.116825834
218,169330.467173839
219,167074.988842752
220,173322.878224356
221,155763.696214741
222,95591.3474222153
223,227389.434678348
224,263085.25188868
225,189894.71071239
226,234621.678353162
227,202572.869438476
228,98027.1243551474
229,196613.456057049
230,164812.186783964
231,123658.127411661
232,119998.052398445
233,232043.373798533
234,115317.825072619
235,119279.793308337
236,110510.527808054
237,196085.33123599
238,140410.30803601
239,76029.2779360455
240,155843.089938791
241,178659.717645286
242,262053.980181234
243,140299.81645898
244,151836.942776947
245,157103.239845961
246,231424.116451009
247,189340.344826962
248,195227.291520496
249,196557.462388654
250,240460.12835823
251,117411.726022774
252,130787.306196217
253,175299.19993219
254,156012.505999109
255,145026.40630481
256,140323.53638095
257,156963.697912704
258,200413.203342267
259,188922.912926985
260,212066.566299144
261,144479.643580105
262,183192.068458202
263,162189.719343242
264,136211.331653998
265,171324.09096059
266,182383.693518343
267,253639.681960137
268,187112.762784028
269,97997.1132677342
270,196182.251479607
271,168964.943777958
272,121190.595914216
273,184961.65651171
274,187334.922410098
275,177143.125797644
276,269729.03837272
277,120278.544718149
278,183040.633686873
279,171759.921379716
280,146783.303824843
281,201959.984658924
282,147657.357936768
283,114024.746786258
284,233631.731740795
285,189544.829244477
286,199391.182418137
287,200703.969798283
288,184567.898772353
289,232037.374496861
290,209071.279369171
291,170369.967457278
292,147312.863591993
293,128508.860783885
294,214324.136165982
295,219982.69237347
296,100520.423480637
297,138398.588153892
298,198562.398120909
299,149199.393222862
300,204330.881710896
301,148725.303073783
302,128305.192921069
303,160711.600554318
304,190942.309344398
305,199754.238391529
306,229902.88328063
307,199905.852518929
308,153620.673024201
309,238686.432547627
310,199461.759147109
311,182808.855832352
312,122493.345809352
313,165156.932302096
314,127674.268337871
315,130391.393384987
316,128438.733542244
317,141278.414650334
318,134902.636898576
319,171382.644408318
320,175938.257969284
321,220748.75387364
322,151063.67478338
323,88898.271237146
324,159990.946717238
325,175117.404769915
326,122081.186486135
327,177582.737631131
328,181455.315513414
329,184809.379433003
330,143089.340285111
331,132206.073383154
332,148893.074538818
333,130344.140064662
334,143021.10745052
335,201852.355471219
336,206661.340449605
337,158445.144645674
338,114557.800973952
339,145389.46370466
340,120373.610174937
341,153710.925021518
342,144125.442877835
343,193734.754923689
344,150844.052771121
345,176860.695341537
346,158604.927557463
347,196374.259028472
348,153110.851693726
349,144232.679556985
350,162862.233295796
351,183912.062637186
352,119691.654440013
353,207204.547882095
354,156639.062283599
355,152781.771171942
356,198056.903042312
357,201029.261648914
358,176841.137299601
359,184377.067606078
360,166932.239872399
361,176079.291406337
362,160022.307393888
363,284160.789841431
364,131126.632094437
365,156952.502174191
366,164207.125518377
367,148332.308796394
368,156745.315360509
369,145994.71093113
370,222117.953832399
371,119944.680758402
372,131750.215155077
373,170505.064418999
374,177776.421635709
375,140155.50972678
376,230519.566796438
377,237417.442771233
378,195892.249357573
379,181196.369381448
380,159368.678639454
381,114256.49490087
382,189356.357680674
383,221235.856227503
384,148879.360283866
385,136404.468417443
386,257101.653113099
387,250820.022148795
388,148451.901348344
389,142987.13966665
390,158005.789436482
391,119236.516738212
392,170704.521609775
393,150703.11154979
394,217047.108146783
395,146183.390096127
396,129775.894328729
397,181962.207331848
398,179877.20848901
399,160390.489034383
400,198426.956969385
401,167054.404415394
402,225344.093468742
403,194826.208699607
404,178317.984675021
405,171142.611258631
406,168815.832604625
407,158277.525521698
408,147016.109213367
409,181343.465127641
410,291226.713109666
411,156744.928698016
412,184004.203635669
413,175936.793280388
414,137922.207294838
415,145825.053407404
416,182832.435787647
417,146775.991082111
418,173256.487857111
419,148479.870051967
420,129367.36311234
421,238925.88319754
422,196283.34244526
423,190036.46624203
424,159723.424439655
425,205074.256584808
426,133541.159588284
427,216792.730109136
428,213228.981672853
429,212609.342167504
430,205214.099043024
431,221986.23302061
432,263893.939907917
433,215238.988627275
434,233874.217464908
435,167074.88522864
436,197330.91154984
437,213621.425667053
438,184274.897402752
439,188020.756005797
440,186573.880172424
441,204659.99336386
442,178106.853038808
443,166463.930705449
444,84197.5725857523
445,193064.276316757
446,166693.127987035
447,185193.264999884
448,215101.826937825
449,169875.071669871
450,197523.28100165
451,162116.619194863
452,180369.576922186
453,214438.602339816
454,235513.137599582
455,214789.388819194
456,118005.19189884
457,140245.539146753
458,203544.520195274
459,132750.959586947
460,155202.479558958
461,204455.815783497
462,189214.253015459
463,188701.126347262
464,163111.928773253
465,125417.930906287
466,164589.563989969
467,151779.83564523
468,119262.125516625
469,169771.226044003
470,126021.094930586
471,183854.842270723
472,127120.385665037
473,253512.991936794
474,173486.196108275
475,187333.51510297
476,199581.195708514
477,172353.297785891
478,214581.438583237
479,161378.085903568
480,184700.504699032
481,198949.019418449
482,146759.200042489
483,192408.881783626
484,215831.806016549
485,235780.552640204
486,124391.759514686
487,148661.741492739
488,157381.397606371
489,82965.5361456696
490,206058.69916707
491,178103.322267318
492,178235.270785694
493,119260.221782291
494,145873.803249828
495,188614.401544254
496,204403.827317877
497,185201.850054142
498,126969.839066207
499,238530.435882251
500,129769.016730971
501,145069.725826391
502,159815.16486401
503,194153.453719664
504,154238.317767086
505,142624.288593974
506,177066.797432303
507,170705.113350079
508,139390.929149675
509,210553.871200848
510,255118.559971728
511,159721.012009754
512,227126.196737521
513,166352.319806112
514,143565.727928001
515,146753.86224175
516,173016.58308467
517,204317.808951901
518,222158.520968098
519,176440.149266458
520,211161.891444059
521,179276.243532253
522,121607.216352758
523,236513.092510545
524,146908.815716373
525,136973.79754543
526,124083.338738995
527,172652.284935573
528,153822.34708902
529,227212.315145467
530,197421.123956189
531,143950.896583785
532,99636.3364292136
533,143977.292715466
534,183532.612929342
535,203764.432970708
536,143647.807270946
537,153046.70347277
538,180249.187750983
539,175311.237996576
540,203370.074765466
541,161882.505174605
542,214777.382039331
543,233857.120712337
544,195661.408428969
545,181702.68938072
546,147007.072952979
547,180701.08892942
548,239041.215268705
549,117241.481456613
550,178868.092454647
551,214903.278520203
552,181510.804198678
553,210371.433058694
554,217250.389641089
555,169139.311725494
556,202244.138964235
557,155694.868134442
558,171611.792371665
559,175727.780202671
560,156695.60458838
561,200508.998043503
562,173025.406721901
563,160494.488677559
564,180310.748791499
565,99476.0477146549
566,219142.384401803
567,143038.219278144
568,223454.506128943
569,193179.867351813
570,100812.85970514
571,177755.363722454
572,163974.688088244
573,262386.216625624
574,193093.50829576
575,110362.3517732
576,156716.820674719
577,154350.863840768
578,145617.86399841
579,165105.747366928
580,167920.665185804
581,233812.047895831
582,148581.693302461
583,166736.879503349
584,139422.845475527
585,138955.137775971
586,199208.480798515
587,203802.702142052
588,157681.855705454
589,138929.557536899
590,178888.706869036
591,157484.265971741
592,192200.840825141
593,177095.027780671
594,140439.277636588
595,172740.439219948
596,145328.573891996
597,167291.766290682
598,234241.027271955
599,153460.754958323
600,173600.389647935
601,216654.865076521
602,91477.3935311868
603,183318.819642042
604,180718.132518658
605,191677.747076916
606,198342.006423002
607,203654.633990511
608,204621.69840069
609,144775.237508105
610,133847.535817325
611,221791.662683266
612,91024.4281156413
613,174578.435421079
614,238610.335767875
615,170115.971185933
616,116413.029767767
617,159288.524646367
618,179797.901676775
619,150951.887949288
620,98880.2361904983
621,158979.681211449
622,224492.495942466
623,142482.7381833
624,175388.302284932
625,154466.095880574
626,172950.843640295
627,189339.976546903
628,120295.035105755
629,207229.561623326
630,150075.005345456
631,138478.241863288
632,166828.188207458
633,160442.061196253
634,126866.751023797
635,185209.265438853
636,175348.024988073
637,184418.567212703
638,138702.207398962
639,195583.345825541
640,142831.747463449
641,164132.775747637
642,179601.406764355
643,172953.260507504
644,113746.890127591
645,196402.557852013
646,206457.324621454
647,124553.199327287
648,178780.302420306
649,191269.373052975
650,149520.784218968
651,177898.214738469
652,202174.908150224
653,133422.708716676
654,177344.086980706
655,143742.742174031
656,135966.364474257
657,189479.299247311
658,281759.125933107
659,132394.158351882
660,113634.372993685
661,204626.525923599
662,164682.932556463
663,196493.85231959
664,168644.019765844
665,241623.013792955
666,208618.606713494
667,211737.328403982
668,189834.260418751
669,174336.630813258
670,115270.754156091
671,123158.680584392
672,206783.847144747
673,168659.024852884
674,153942.258414353
675,193926.184125151
676,166991.414909904
677,150279.20194925
678,224346.246272006
679,188137.57246622
680,184591.69907541
681,117696.619521796
682,126265.67308276
683,154750.906909174
684,181827.863291713
685,120181.529298952
686,192455.852623414
687,173093.661884892
688,229310.233123137
689,229052.590335379
690,238795.282213474
691,68325.7513806451
692,127817.327972003
693,95829.1001844249
694,206639.026807056
695,144957.711201594
696,151047.915533251
697,152832.70290635
698,222186.820297203
699,224163.143140823
700,171989.491553659
701,161459.619091017
702,163367.841662692
703,172180.591419561
704,222945.982776603
705,147866.993103549
706,195105.655162663
707,180564.91978051
708,156525.457245412
709,161621.541356999
710,152780.25926892
711,125951.265697896
712,158715.054326992
713,177669.84865247
714,147300.581936963
715,224894.014800933
716,145926.186144982
717,160264.401207807
718,197380.286435021
719,215657.480344747
720,126071.868463993
721,207697.249973602
722,232096.683359746
723,130190.609956277
724,182282.592403138
725,167952.46628937
726,175737.69128422
727,140923.892775531
728,132812.558358826
729,178963.055345321
730,128950.40304528
731,174982.571737878
732,131852.522599709
733,184037.373552307
734,179462.315416018
735,190750.170705425
736,132631.369232395
737,181804.000276933
738,240967.926537777
739,201485.131968464
740,158447.839423207
741,140950.283559167
742,161755.840927895
743,242792.712990111
744,166847.9586258
745,180922.373838495
746,145670.516369906
747,260593.627833132
748,188283.918562684
749,211892.807518789
750,180496.52229283
751,129929.028251892
752,143360.158846574
753,113415.26412606
754,153385.480977946
755,196488.438434399
756,124481.445601509
757,170218.502628733
758,186750.173675601
759,185383.778400891
760,174676.476590692
761,181869.78548341
762,170008.282840646
763,162535.726459303
764,120657.637658706
765,195206.975268449
766,172761.092252252
767,169634.131711774
768,162875.442650421
769,165898.40230653
770,198032.172861386
771,238969.92763718
772,139185.919966214
773,154126.675029929
774,138422.241687947
775,207091.944464412
776,62947.1924647992
777,138836.881008683
778,182483.844247786
779,123313.645512802
780,146361.938761501
781,164556.951310868
782,122864.025635571
783,118908.324936336
784,152750.819417057
785,110105.43654859
786,141763.839286525
787,191334.778707818
788,193658.902113865
789,83864.8508275221
790,180820.071095034
791,163841.086418706
792,175971.287954384
793,175414.300567211
794,215082.054655463
795,188416.709071165
796,184742.911304773
797,210635.558159018
798,182914.419165922
799,162460.646762457
800,158325.846513388
801,222860.571939334
802,169912.472554815
803,175789.804512351
804,146519.016541217
805,190112.566639098
806,145800.607009595
807,195977.53892817
808,130344.475068584
809,181295.430437497
810,187238.292020929
811,258168.568211113
812,188314.545162628
813,172799.300479274
814,167406.188805359
815,130861.01108815
816,202488.403039413
817,144419.383569731
818,147075.271762482
819,153249.64684103
820,178428.215554977
821,139294.572063784
822,172691.420770786
823,133928.748422853
824,242479.065876553
825,111628.848141854
826,173032.531066205
827,159603.139529203
828,176936.856299386
829,165139.307637793
830,195771.446730614
831,226563.491375057
832,184268.826580682
833,206821.654578272
834,171434.371301613
835,201915.863932059
836,148738.343716126
837,176417.652106288
838,206298.911510361
839,192570.169775225
840,205328.748559693
841,161182.985123073
842,165395.704402286
843,189004.501767767
844,194031.83467637
845,163657.069753486
846,148553.511814373
847,173254.51797599
848,203042.026779894
849,167117.360500258
850,156951.671098604
851,184283.94677598
852,167212.055406326
853,162994.777247464
854,187307.347826471
855,163133.19690349
856,97927.9615907638
857,270746.569907823
858,113169.640662774
859,136580.358457764
860,168495.64447363
861,230388.140474869
862,199108.232227552
863,173201.258005032
864,206372.547698486
865,145130.315658847
866,168802.084164359
867,243326.116768847
868,172209.240331692
869,137261.619820214
870,199335.14434683
871,151947.827128227
872,148374.17178413
873,118464.147199438
874,177916.69698694
875,149635.048463005
876,178994.714297056
877,202933.451318483
878,175868.18184825
879,152537.413100732
880,138508.671830894
881,208617.474833899
882,198877.818359946
883,256366.984256314
884,141150.162406376
885,195295.176392042
886,170855.097162912
887,142150.82086051
888,161416.844904551
889,190955.462830377
890,173981.441466086
891,148480.291408738
892,137799.662977027
893,140919.3417335
894,175092.282828336
895,242250.623806707
896,159241.536594375
897,157574.949841482
898,204760.341409484
899,153040.618751017
900,107110.492901692
901,203568.001599394
902,191715.690562676
903,184147.779566416
904,206177.023614639
905,186533.486991031
906,187077.89085426
907,211760.83862321
908,184246.531350679
909,160152.082093012
910,166506.031267109
911,179141.4234042
912,259150.962407247
913,162178.377537781
914,129133.072558059
915,157418.466278028
916,210109.184254356
917,168837.844227083
918,159224.12964006
919,180797.893377197
920,253964.667998437
921,201561.639354761
922,253695.817504189
923,136200.805576678
924,183900.909086646
925,210685.162538556
926,125170.135532627
927,203001.778228052
928,188532.600602148
929,219908.384467285
930,188906.43495646
931,142756.701957324
932,128571.927333554
933,205339.739347606
934,239127.819548131
935,159622.176503005
936,263701.13104539
937,229125.696310334
938,164444.169014226
939,183599.992851971
940,191102.38839429
941,148031.013748842
942,143959.712122826
943,207228.578270513
944,121804.93380639
945,132352.789962137
946,175372.360935389
947,123668.112815594
948,244206.196811876
949,183042.360587278
950,186641.558491868
951,212683.147080071
952,174478.326658485
953,150863.26864456
954,191083.929522599
955,182540.886964544
956,150282.578622681
957,168798.342611891
958,164837.92132387
959,163445.19428569
960,145047.404593208
961,129438.594710002
962,160120.234771419
963,125971.20837826
964,172048.849944821
965,201803.33506733
966,201654.532173197
967,192260.861385587
968,224213.82292203
969,199216.157732126
970,111488.414447071
971,104885.107476375
972,173703.514228251
973,163699.357219561
974,127272.359745735
975,210184.56979213
976,191593.267738876
977,184040.762827742
978,157110.647313423
979,194062.830284247
980,178201.895406875
981,155523.9593852
982,222002.835456307
983,109530.370020223
984,193008.306811838
985,142279.236660062
986,106968.456187271
987,180445.172794684
988,131499.370668961
989,303873.461968803
990,133260.251359685
991,129763.428943813
992,176195.272145247
993,172902.886861452
994,254255.616397137
995,180437.209872825
996,214364.247390389
997,184108.38654261
998,182425.715867956
999,150753.621106418
1000,188006.138741257
1001,174347.071547213
1002,154525.208025266
1003,198481.960145591
1004,161145.204549227
1005,185023.765552687
1006,129937.355481267
1007,166967.481542655
1008,149557.317694371
1009,159228.368694371
1010,203256.998869199
1011,100663.376594231
1012,105863.889898534
1013,219613.858619333
1014,179344.359415619
1015,137311.836724402
1016,116371.72559473
1017,112415.849577077
1018,188809.2655317
1019,184621.808426191
1020,208418.901665098
1021,185801.9919396
1022,127343.156196939
1023,192597.339204354
1024,192174.404099547
1025,172713.391352018
1026,213329.24152106
1027,286955.844615574
1028,147160.064712445
1029,203600.707015067
1030,170416.833710248
1031,205534.388435925
1032,195535.151738631
1033,175321.958445726
1034,158518.667272561
1035,232999.035494933
1036,108787.979069588
1037,180891.917894949
1038,247034.630405608
1039,126506.593456906
1040,157076.881635215
1041,140010.162833116
1042,123145.684478923
1043,160270.697138776
1044,171332.202120843
1045,202170.380538693
1046,200660.195326516
1047,98118.4572471595
1048,127383.031273087
1049,174085.992443591
1050,175874.811425905
1051,214946.134221496
1052,168963.81308583
1053,121044.86344256
1054,202008.397861259
1055,211267.211605175
1056,167223.395779669
1057,203944.754573055
1058,226347.58351386
1059,147174.998728525
1060,151299.962118623
1061,210659.416239001
1062,182060.912622709
1063,150262.867255585
1064,115096.928216
1065,100527.167816187
1066,247785.353262401
1067,148831.930315015
1068,157627.873827822
1069,197739.003846952
1070,175058.54126979
1071,199803.596415891
1072,154165.627015887
1073,214484.920848295
1074,227101.05592036
1075,167825.809198671
1076,171143.480055475
1077,154955.114666139
1078,125209.763036663
1079,213385.897366184
1080,175560.398470089
1081,162425.688810911
1082,193868.951815421
1083,273562.1909966
1084,163503.204354675
1085,207115.776830632
1086,153396.89569134
1087,166957.433001054
1088,163625.217756155
1089,146909.881110558
1090,197266.701351593
1091,138093.8652298
1092,140041.471636407
1093,174231.671282406
1094,212449.260716654
1095,175784.888181073
1096,209249.906890283
1097,151120.447062495
1098,159241.329662251
1099,223192.328319376
1100,248000.502478957
1101,192564.73858053
1102,228053.342463727
1103,230432.128499396
1104,176155.924964544
1105,135976.962484596
1106,159995.239129079
1107,147728.403752848
1108,120804.383811279
1109,181089.151942672
1110,201238.247630144
1111,186361.546955283
1112,179440.174927367
1113,140476.855856983
1114,207047.428256871
1115,167601.224155292
1116,186736.846072058
1117,255962.038890517
1118,187913.708860204
1119,113095.437540587
1120,158639.02205405
1121,213269.396903411
1122,152565.75790746
1123,282440.490419013
1124,214361.043043833
1125,91778.2296187822
1126,125370.534106207
1127,210806.582292017
1128,157048.372767934
1129,137977.48480788
1130,163492.691406641
1131,177691.040541484
1132,108418.828814308
1133,227167.459471791
1134,154670.889884467
1135,158386.121476128
1136,178447.443452375
1137,126651.44328391
1138,192102.201406268
1139,130914.503354372
1140,172341.45461776
1141,225937.444795526
1142,150318.552614041
1143,176414.307096366
1144,182619.998485483
1145,255749.793109047
1146,141943.47442693
1147,166357.047819889
1148,182135.920321352
1149,126408.871106822
1150,168536.208349647
1151,247944.117381127
1152,199247.934496169
1153,195873.041058243
1154,207272.098872366
1155,253242.249191301
1156,141325.162125329
1157,198735.8595396
1158,187531.755966535
1159,172262.067969272
1160,205915.434888619
1161,238023.350717784
1162,182472.133044037
1163,164098.13412821
1164,187990.852233112
1165,169879.85828201
1166,164541.204935046
1167,156171.523606428
1168,216214.277731593
1169,217863.570083594
1170,200404.519764574
1171,176123.153591956
1172,220001.300401227
1173,170055.906537269
1174,142446.13397204
1175,188542.171205796
1176,177973.65319845
1177,160417.560281598
1178,145186.142464472
1179,186266.293224308
1180,215513.217885714
1181,230122.913305178
1182,216874.748885076
1183,136787.074901445
1184,178772.158394391
1185,210759.567356256
1186,136070.790845993
1187,161380.251687445
1188,149463.625087293
1189,225579.292979957
1190,169522.648231954
1191,143441.945079406
1192,154654.999222563
1193,181679.712833463
1194,146793.494023317
1195,179816.280671325
1196,164610.792937147
1197,146158.773989941
1198,183140.335173376
1199,182202.478524092
1200,185973.008495208
1201,232239.831012783
1202,94212.8295516713
1203,241619.668434226
1204,234008.91237411
1205,124784.598126319
1206,182788.335454301
1207,184943.224733319
1208,186819.24407974
1209,117715.050624867
1210,180764.790683272
1211,136545.879984888
1212,170339.213966643
1213,174489.646798038
1214,209367.605329159
1215,168624.907526119
1216,160612.479789831
1217,191317.520180486
1218,173493.69840037
1219,136395.458337475
1220,193092.204214653
1221,128317.721441592
1222,194703.167267571
1223,144992.83762095
1224,204553.381463054
1225,157348.661273199
1226,117039.388590364
1227,168923.36970962
1228,141432.238999746
1229,229940.535879193
1230,149251.69797107
1231,201356.385214624
1232,244107.495790511
1233,201705.739562535
1234,202013.271070351
1235,217046.839230193
1236,213034.162225829
1237,138397.103630849
1238,194369.949155017
1239,211193.988885371
1240,129049.828585697
1241,217511.665067236
1242,202969.569324128
1243,143658.165269408
1244,240537.479427575
1245,189755.268440883
1246,148941.892292707
1247,188645.07330348
1248,128748.045896253
1249,207226.483030636
1250,164369.442433863
1251,136783.40919542
1252,213260.294308889
1253,187484.274280872
1254,192170.773663417
1255,101861.520479686
1256,181376.441247234
1257,140743.138216588
1258,171710.042770269
1259,202768.929783033
1260,212768.269566411
1261,139302.022063941
1262,210764.284584584
1263,213689.680684375
1264,128975.658489678
1265,147163.867313054
1266,131072.195459322
1267,147041.300204566
1268,161476.509915048
1269,159013.672169144
1270,161153.786724269
1271,154297.592832214
1272,182578.64442141
1273,139278.265618424
1274,184312.935953474
1275,147889.289714875
1276,128954.73836773
1277,172145.92111282
1278,208172.065001796
1279,124079.981588973
1280,223111.710648791
1281,182407.67484751
1282,187033.962391705
1283,224296.353546255
1284,209030.89150975
1285,321436.677584522
1286,208639.075833642
1287,134611.038022607
1288,186365.33201003
1289,155455.814252857
1290,109495.314684294
1291,156824.844446743
1292,131450.377350663
1293,156491.21114362
1294,150714.895429156
1295,147755.119973964
1296,153694.260080655
1297,189199.870435438
1298,147860.192472419
1299,157771.198199568
1300,166402.900789387
1301,146682.038577027
1302,134817.843460219
1303,153552.633902338
1304,186366.241923068
1305,178986.553219836
1306,129887.186632911
1307,133840.501802486
1308,206075.386142793
1309,153887.856506705
1310,101782.937359737
1311,185756.289360353
1312,220574.050020474
1313,192165.526632654
1314,170009.584691935
1315,138340.40166642
1316,220316.14946009
1317,165988.633534101
1318,196986.096247054
1319,209355.981852259
1320,226558.914647245
1321,158753.162464873
1322,181479.395329633
1323,174151.81558851
1324,194080.897431838
1325,148396.992259431
1326,141011.601911172
1327,148839.389733441
1328,198119.151681993
1329,151634.002199383
1330,170049.700752358
1331,204714.73426232
1332,144933.181394894
1333,152607.636889668
1334,153210.602952627
1335,148020.289409599
1336,155361.473276335
1337,142165.376395565
1338,219619.186985125
1339,205819.22227353
1340,120159.513209401
1341,256960.672376933
1342,145476.634704022
1343,177608.853776104
1344,159365.51553792
1345,155242.854134604
1346,195882.335685478
1347,167937.728120335
1348,138319.526554219
1349,134447.582354199
1350,159411.707043525
1351,174089.652027716
1352,140250.881277454
1353,237964.365719644
1354,134818.229478842
1355,114857.89602625
1356,173390.567503737
1357,131877.127616785
1358,245365.347107687
1359,210148.270747301
1360,204446.564783322
1361,198919.458319412
1362,134508.061133857
1363,144489.38176031
1364,118568.154217997
1365,176349.701354442
1366,190499.863901823
1367,150340.23114074
1368,173583.235303664
1369,174252.109532591
1370,177994.197563957
1371,176267.159535352
1372,148946.597819603
1373,158441.536892865
1374,106600.400041031
1375,200686.676633376
1376,264812.348498165
1377,175113.496620181
1378,191019.381409389
1379,166312.029381771
1380,203303.814649441
1381,121066.863977666
1382,157673.814565289
1383,216172.836090003
1384,191400.961286892
1385,189552.217129296
1386,189229.928141823
1387,146893.100455151
1388,170202.163126949
1389,129202.28999825
1390,133410.984076879
1391,141741.34082996
1392,218571.133782657
1393,127383.13699963
1394,177680.980267993
1395,129278.835849554
1396,221540.919535899
1397,147265.817163436
1398,225661.054311886
1399,204556.871770498
1400,221881.293432417
1401,159481.712926948
1402,124765.270704739
1403,195141.598175079
1404,106590.369043582
1405,194043.003599322
1406,135280.376299027
1407,173815.475228911
1408,176499.586077535
1409,251103.914510934
1410,157088.218541171
1411,158792.343284682
1412,151970.773409882
1413,142673.116337549
1414,157688.469666986
1415,190269.614234289
1416,130090.191531563
1417,217704.257343458
1418,312121.665512181
1419,96152.1317993689
1420,212818.415502086
1421,182468.874897956
1422,175523.44698043
1423,168782.265355265
1424,175690.655074531
1425,181518.694152388
1426,182808.750226642
1427,215151.10164432
1428,122365.438930996
1429,135251.196206985
1430,176471.224753404
1431,203391.017766743
1432,184605.90402455
1433,173321.723862609
1434,145099.538226393
1435,226907.183048697
1436,177348.305631195
1437,141608.307740124
1438,160304.522307926
1439,123603.233884816
1440,174009.029505094
1441,174852.475307015
1442,193202.861267971
1443,229975.239961112
1444,195923.247986087
1445,279847.220694799
1446,191224.754359799
1447,152497.93275563
1448,246870.444205725
1449,144826.051709884
1450,146898.796887632
1451,224471.84031593
1452,178863.85740946
1453,162239.939700105
1454,150572.433659384
1455,132085.143373327
1456,166986.115526759
1457,190158.214949708
1458,213400.608757029
1459,146058.344902611
1460,171590.802199632
1461,200399.909242056
1462,277750.959408874
1463,201620.991975017
1464,194008.906911348
1465,196451.864475725
1466,128891.761836896
1467,180455.863008692
1468,119222.92329967
1469,265586.753055584
1470,202699.090986309
1471,142214.04418696
1472,115137.277255367
1473,118896.853046811
1474,206795.835311452
1475,197235.806750299
1476,197066.481569697
1477,208474.131679896
1478,142212.196101705
1479,227167.935270094
1480,192533.868503853
1481,315618.801056425
1482,211880.625801771
1483,148374.743102784
1484,183367.057311854
1485,219627.783572355
1486,182009.234678161
1487,160550.863194248
1488,197349.057052554
1489,139381.097863909
1490,122204.795113282
1491,134678.481776542
1492,201426.086662328
1493,258283.449980417
1494,170498.626163258
1495,123750.301606549
